parameter,L_bin,MLT_bin,value
H_f,4,5,1.0022556474804092
H_f,4,5,0.996849836596203
H_f,4,5,1.002570680771061
H_f,4,5,1.0078726549223536
H_f,4,5,0.9677017488158492
H_f,4,5,0.9251696735265745
H_f,4,5,0.9775679666456828
H_f,4,5,1.0479311029040461
H_f,4,5,1.0208827979412292
H_f,4,5,0.9916622511259942
H_f,4,5,0.9938426742405332
H_f,4,5,0.9480332836123101
H_f,4,5,0.9721224421625837
H_f,4,5,0.9948983594244659
H_f,4,5,0.9602630688116348
H_f,4,5,0.9530916626229864
H_f,4,21,1.0048693650749614
H_f,4,21,0.9977552315681911
H_f,4,21,0.9934735947115291
H_f,4,21,1.0067570729693693
H_f,4,21,0.9639951887663751
H_f,4,21,0.9265514953566987
H_f,4,21,1.0033581850337419
H_f,4,21,1.0725200716539065
H_f,4,21,0.995715206056545
H_f,4,21,0.9320292059746316
H_f,4,21,1.0206242530006584
H_f,4,21,1.098806524409751
